order_line_number,quantity, price , sale_total ,order_date,quarter,product_code,customer_name,deal_size
10300-3,29,100,3984.6,2003-10-04,4,S12_3380,"Blauer See Auto, Co.",Medium
10310-8,24,100,3100.32,2004-10-16,4,S12_3380,"Toms Spezialitten, Ltd",Medium
10320-1,35,100,4850.3,2004-11-03,4,S12_3380,"Volvo Model Replicas, Co",Medium
10329-13,46,83.63,3846.98,2004-11-15,4,S12_3380,Land of Toys Inc.,Medium
10341-1,44,95.93,4220.92,2004-11-24,4,S12_3380,Salzburg Collectables,Medium
10363-4,34,96.73,3288.82,2005-01-06,1,S12_3380,Suominen Souveniers,Medium
10376-1,35,100,3987.2,2005-02-08,1,S12_3380,Boards & Toys Co.,Medium
10389-6,25,72.38,1809.5,2005-03-03,1,S12_3380,Scandinavian Gift Ideas,Small
10419-11,10,100,1092.2,2005-05-17,2,S12_3380,Salzburg Collectables,Small
10105-14,29,100,4566.05,2003-02-11,1,S12_3891,Danish Wholesale Imports,Medium
10117-8,39,100,5938.14,2003-04-16,2,S12_3891,"Dragon Souveniers, Ltd.",Medium
10127-1,42,100,8138.76,2003-06-03,2,S12_3891,Muscle Machine Inc,Large
10142-11,46,100,9470.94,2003-08-08,3,S12_3891,Mini Gifts Distributors Ltd.,Large
10153-10,49,100,7036.89,2003-09-28,3,S12_3891,Euro Shopping Channel,Large
10165-2,27,100,5559.03,2003-10-22,4,S12_3891,"Dragon Souveniers, Ltd.",Medium
10176-1,50,100,7872.5,2003-11-06,4,S12_3891,L'ordine Souveniers,Large
10185-12,43,100,7886.2,2003-11-14,4,S12_3891,Mini Creations Ltd.,Large
10196-4,38,100,7232.16,2003-11-26,4,S12_3891,Super Scale Inc.,Large
10208-12,20,100,3114.4,2004-01-02,1,S12_3891,"Saveley & Henriot, Co.",Medium
10220-1,27,100,5045.22,2004-02-12,1,S12_3891,"Clover Collections, Co.",Medium
10231-1,49,100,6952.12,2004-03-19,1,S12_3891,CAF Imports,Medium
10247-1,27,100,4157.73,2004-05-05,2,S12_3891,Suominen Souveniers,Medium
10272-1,39,100,7962.24,2004-07-20,3,S12_3891,Diecast Classics Inc.,Large
10282-4,24,100,3778.8,2004-08-20,3,S12_3891,Mini Gifts Distributors Ltd.,Medium
10293-7,45,100,8253,2004-09-09,3,S12_3891,Amica Models & Co.,Large
10306-12,20,100,3633.4,2004-10-14,4,S12_3891,"AV Stores, Co.",Medium
10314-4,36,100,6913.8,2004-10-22,4,S12_3891,Heintze Collectables,Medium
10325-1,24,100,2583.6,2004-11-05,4,S12_3891,Baane Mini Imports,Small
10336-1,49,63.38,3105.62,2004-11-20,4,S12_3891,"La Corne D'abondance, Co.",Medium
10349-10,26,100,4408.56,2004-12-01,4,S12_3891,Muscle Machine Inc,Medium
10359-5,49,62.09,3042.41,2004-12-15,4,S12_3891,Reims Collectables,Medium
10372-1,34,100,5941.5,2005-01-26,1,S12_3891,"Tokyo Collectables, Ltd",Medium
10382-12,34,95.35,3241.9,2005-02-17,1,S12_3891,Mini Gifts Distributors Ltd.,Medium
10396-3,33,100,6109.29,2005-03-23,1,S12_3891,Mini Gifts Distributors Ltd.,Medium
10413-1,22,100,3387.78,2005-05-05,2,S12_3891,Gift Depot Inc.,Medium
10108-7,39,89.38,3485.82,2003-03-03,1,S12_3990,Cruz & Sons Co.,Medium
10122-11,32,63.84,2042.88,2003-05-08,2,S12_3990,Marseille Mini Autos,Small
10135-8,24,75.01,1800.24,2003-07-02,3,S12_3990,Mini Gifts Distributors Ltd.,Small
10147-8,21,63.84,1340.64,2003-09-05,3,S12_3990,Collectables For Less Inc.,Small
10159-3,24,73.42,1762.08,2003-10-10,4,S12_3990,Corporate Gift Ideas Co.,Small
10169-3,36,63.84,2298.24,2003-11-04,4,S12_3990,"Anna's Decorations, Ltd",Small
10181-15,20,81.4,1628,2003-11-12,4,S12_3990,Herkku Gifts,Small
10191-4,30,64.64,1939.2,2003-11-20,4,S12_3990,"Toms Spezialitten, Ltd",Small
10203-9,44,82.99,3651.56,2003-12-02,4,S12_3990,Euro Shopping Channel,Medium
10211-3,28,92.57,2591.96,2004-01-15,1,S12_3990,Auto Canal Petit,Small
10225-10,37,77.41,2864.17,2004-02-22,1,S12_3990,"Vida Sport, Ltd",Small
10238-4,20,74.21,1484.2,2004-04-09,2,S12_3990,Danish Wholesale Imports,Small
10253-14,25,90.17,2254.25,2004-06-01,2,S12_3990,"UK Collectables, Ltd.",Small
10266-15,35,76.61,2681.35,2004-07-06,3,S12_3990,L'ordine Souveniers,Small
10276-4,38,83.79,3184.02,2004-08-02,3,S12_3990,Online Mini Collectables,Medium
10287-13,41,69.43,2846.63,2004-08-30,3,S12_3990,"Vida Sport, Ltd",Small
10300-6,22,76.61,1685.42,2003-10-04,4,S12_3990,"Blauer See Auto, Co.",Small
10310-11,49,81.4,3988.6,2004-10-16,4,S12_3990,"Toms Spezialitten, Ltd",Medium
10320-4,38,73.42,2789.96,2004-11-03,4,S12_3990,"Volvo Model Replicas, Co",Small
10329-14,33,100,3607.56,2004-11-15,4,S12_3990,Land of Toys Inc.,Medium
10341-10,36,93.56,3368.16,2004-11-24,4,S12_3990,Salzburg Collectables,Medium
10363-5,34,81.62,2775.08,2005-01-06,1,S12_3990,Suominen Souveniers,Small
10377-5,24,67.83,1627.92,2005-02-09,1,S12_3990,"Toys of Finland, Co.",Small
10389-7,36,70.26,2529.36,2005-03-03,1,S12_3990,Scandinavian Gift Ideas,Small
10419-14,34,90.17,3065.78,2005-05-17,2,S12_3990,Salzburg Collectables,Medium
10104-9,41,100,4615.78,2003-01-31,1,S12_4473,Euro Shopping Channel,Medium
10115-5,46,100,5723.78,2003-04-04,2,S12_4473,Classic Legends Inc.,Medium
10127-11,24,100,2559.6,2003-06-03,2,S12_4473,Muscle Machine Inc,Small
10141-5,21,100,2140.11,2003-08-01,3,S12_4473,Suominen Souveniers,Small
10151-3,24,100,3327.6,2003-09-21,3,S12_4473,"Oulu Toy Supplies, Inc.",Medium
10165-12,48,100,6825.6,2003-10-22,4,S12_4473,"Dragon Souveniers, Ltd.",Medium
10175-1,26,100,3543.28,2003-11-06,4,S12_4473,"Stylish Desk Decors, Co.",Medium
10184-6,37,100,4516.22,2003-11-14,4,S12_4473,"Iberia Gift Imports, Corp.",Medium
10195-6,49,100,6445.46,2003-11-25,4,S12_4473,Mini Classics,Medium
10207-7,34,99.54,3384.36,2003-12-09,4,S12_4473,Diecast Collectables,Medium
10219-2,48,100,4891.68,2004-02-10,1,S12_4473,Signal Collectibles Ltd.,Medium
10229-1,36,100,4521.96,2004-03-11,1,S12_4473,Mini Gifts Distributors Ltd.,Medium
10246-5,46,100,5069.66,2004-05-05,2,S12_4473,Euro Shopping Channel,Medium
10259-4,46,100,6541.2,2004-06-15,2,S12_4473,Handji Gifts& Co,Medium
10271-5,31,97.17,3012.27,2004-07-20,3,S12_4473,Mini Gifts Distributors Ltd.,Medium
10281-1,41,100,5247.18,2004-08-19,3,S12_4473,Diecast Classics Inc.,Medium
10292-8,21,100,2214.87,2004-09-08,3,S12_4473,Land of Toys Inc.,Small
10305-5,38,100,4773.18,2004-10-13,4,S12_4473,Marta's Replicas Co.,Medium
10314-14,45,100,6185.7,2004-10-22,4,S12_4473,Heintze Collectables,Medium
10324-7,26,58.38,1517.88,2004-11-05,4,S12_4473,Vitachrome Inc.,Small
10336-3,38,100,6372.6,2004-11-20,4,S12_4473,"La Corne D'abondance, Co.",Medium
10349-9,48,100,5232.96,2004-12-01,4,S12_4473,Muscle Machine Inc,Medium
10358-9,42,64.16,2694.72,2004-12-10,4,S12_4473,Euro Shopping Channel,Small
10371-4,49,35.71,1749.79,2005-01-23,1,S12_4473,Mini Gifts Distributors Ltd.,Small
10382-13,32,66.58,2130.56,2005-02-17,1,S12_4473,Mini Gifts Distributors Ltd.,Small
10412-5,54,100,5951.34,2005-05-03,2,S12_4473,Euro Shopping Channel,Medium
10425-4,33,100,4692.6,2005-05-31,2,S12_4473,La Rochelle Gifts,Medium
10108-3,36,100,3731.04,2003-03-03,1,S12_4675,Cruz & Sons Co.,Medium
10122-7,20,100,2142,2003-05-08,2,S12_4675,Marseille Mini Autos,Small
10135-4,29,97.89,2838.81,2003-07-02,3,S12_4675,Mini Gifts Distributors Ltd.,Small
10147-4,33,97.89,3230.37,2003-09-05,3,S12_4675,Collectables For Less Inc.,Medium
10160-5,50,100,5182,2003-10-11,4,S12_4675,"Men 'R' US Retailers, Ltd.",Medium
10170-3,41,100,4391.1,2003-11-04,4,S12_4675,Mini Auto Werke,Medium
10181-11,36,100,4477.32,2003-11-12,4,S12_4675,Herkku Gifts,Medium
10192-16,27,100,3544.56,2003-11-20,4,S12_4675,Online Diecast Creations Co.,Medium
10203-5,47,100,5195.85,2003-12-02,4,S12_4675,Euro Shopping Channel,Medium
10212-15,33,100,4180.44,2004-01-16,1,S12_4675,Euro Shopping Channel,Medium
10225-6,21,100,2684.43,2004-02-22,1,S12_4675,"Vida Sport, Ltd",Small
10239-5,21,93.28,1958.88,2004-04-12,2,S12_4675,"Oulu Toy Supplies, Inc.",Small
10253-10,41,100,4910.57,2004-06-01,2,S12_4675,"UK Collectables, Ltd.",Medium
10266-11,40,100,4468.4,2004-07-06,3,S12_4675,L'ordine Souveniers,Medium
10277-1,28,100,3127.88,2004-08-04,3,S12_4675,"Dragon Souveniers, Ltd.",Medium
10287-9,23,100,2675.13,2004-08-30,3,S12_4675,"Vida Sport, Ltd",Small
10300-2,23,100,2807.61,2003-10-04,4,S12_4675,"Blauer See Auto, Co.",Small
10310-7,25,100,2504.75,2004-10-16,4,S12_4675,"Toms Spezialitten, Ltd",Small
10321-15,24,100,2984.88,2004-11-04,4,S12_4675,FunGiftIdeas.com,Small
10329-15,39,64.74,2524.86,2004-11-15,4,S12_4675,Land of Toys Inc.,Small
10341-7,55,75.2,4136,2004-11-24,4,S12_4675,Salzburg Collectables,Medium
10363-6,46,88.45,4068.7,2005-01-06,1,S12_4675,Suominen Souveniers,Medium
10377-1,50,100,5182,2005-02-09,1,S12_4675,"Toys of Finland, Co.",Medium
10389-8,47,100,5243.79,2005-03-03,1,S12_4675,Scandinavian Gift Ideas,Medium
10405-5,97,93.28,9048.16,2005-04-14,2,S12_4675,Mini Caravy,Large
10419-10,32,100,3832.64,2005-05-17,2,S12_4675,Salzburg Collectables,Medium
10103-10,35,100,3920,2003-01-29,1,S18_1097,Baane Mini Imports,Medium
10113-4,49,100,4916.66,2003-03-26,1,S18_1097,Mini Gifts Distributors Ltd.,Medium
10126-10,38,100,3857,2003-05-28,2,S18_1097,"Corrida Auto Replicas, Ltd",Medium
10140-10,32,100,4181.44,2003-07-24,3,S18_1097,Technics Stores Inc.,Medium
10150-7,34,100,4641,2003-09-19,3,S18_1097,"Dragon Souveniers, Ltd.",Medium
10164-8,36,99.17,3570.12,2003-10-21,4,S18_1097,Mini Auto Werke,Medium
10174-3,48,93.34,4480.32,2003-11-06,4,S18_1097,"Australian Gift Network, Co",Medium
10183-7,21,96.84,2033.64,2003-11-13,4,S18_1097,"Classic Gift Ideas, Inc",Small
10194-10,21,93.34,1960.14,2003-11-25,4,S18_1097,"Saveley & Henriot, Co.",Small
10206-5,34,100,3966.78,2003-12-05,4,S18_1097,Canadian Gift Exchange Network,Medium
10215-2,46,100,5152,2004-01-29,1,S18_1097,West Coast Collectables Co.,Medium
10228-1,32,100,3360,2004-03-10,1,S18_1097,Cambridge Collectables Co.,Medium
10245-8,29,100,3451,2004-05-04,2,S18_1097,Super Scale Inc.,Medium
10258-5,41,100,5453,2004-06-15,2,S18_1097,"Tokyo Collectables, Ltd",Medium
10270-8,43,96.84,4164.12,2004-07-19,3,S18_1097,Souveniers And Things Co.,Medium
10280-1,24,100,2800.08,2004-08-17,3,S18_1097,Amica Models & Co.,Small
10291-10,41,100,4687.94,2004-09-08,3,S18_1097,Scandinavian Gift Ideas,Medium
10304-5,46,98,4508,2004-10-11,4,S18_1097,Auto Assoc. & Cie.,Medium
10312-2,32,100,4181.44,2004-10-21,4,S18_1097,Mini Gifts Distributors Ltd.,Medium
10322-10,22,100,2251.04,2004-11-04,4,S18_1097,Online Diecast Creations Co.,Small
10333-7,29,40.25,1167.25,2004-11-18,4,S18_1097,Mini Wheels Co.,Small
10347-5,42,49.6,2083.2,2004-11-29,4,S18_1097,"Australian Collectors, Co.",Small
10357-1,39,98,3822,2004-12-10,4,S18_1097,Mini Gifts Distributors Ltd.,Medium
10370-1,27,100,3911.49,2005-01-20,1,S18_1097,"Anna's Decorations, Ltd",Medium
10381-2,48,98,4704,2005-02-17,1,S18_1097,Corporate Gift Ideas Co.,Medium
10391-10,29,85.1,2467.9,2005-03-09,1,S18_1097,"Anna's Decorations, Ltd",Small
10411-8,27,100,3213,2005-05-01,2,S18_1097,Quebec Home Shopping Network,Medium
10424-5,54,100,7182,2005-05-31,2,S18_1097,Euro Shopping Channel,Large
10109-4,26,100,4379.18,2003-03-10,1,S18_1129,Motor Mint Distributors Inc.,Medium
10122-2,34,100,5004.8,2003-05-08,2,S18_1129,Marseille Mini Autos,Medium
10136-2,25,100,3644.75,2003-07-04,3,S18_1129,Alpha Cognac,Medium
10148-13,23,100,2702.04,2003-09-11,3,S18_1129,"Anna's Decorations, Ltd",Small
10161-12,28,100,3764.88,2003-10-17,4,S18_1129,Heintze Collectables,Medium
10171-2,35,100,4508,2003-11-05,4,S18_1129,Quebec Home Shopping Network,Medium
10181-6,44,100,5418.16,2003-11-12,4,S18_1129,Herkku Gifts,Medium
10192-11,22,100,3300.66,2003-11-20,4,S18_1129,Online Diecast Creations Co.,Medium
10204-17,42,100,6182.4,2003-12-02,4,S18_1129,Muscle Machine Inc,Medium
10212-10,29,100,4186.73,2004-01-16,1,S18_1129,Euro Shopping Channel,Medium
10225-1,32,100,4529.28,2004-02-22,1,S18_1129,"Vida Sport, Ltd",Medium
10240-3,41,100,5628.89,2004-04-13,2,S18_1129,Osaka Souveniers Co.,Medium
10253-5,26,100,3054.48,2004-06-01,2,S18_1129,"UK Collectables, Ltd.",Medium
10266-6,21,100,2526.51,2004-07-06,3,S18_1129,L'ordine Souveniers,Small
10278-6,34,100,4667.86,2004-08-06,3,S18_1129,Signal Gift Stores,Medium
10287-4,41,100,6499.32,2004-08-30,3,S18_1129,"Vida Sport, Ltd",Medium
10301-8,37,100,5917.78,2003-10-05,4,S18_1129,"Norway Gifts By Mail, Co.",Medium
10310-2,37,100,6231.91,2004-10-16,4,S18_1129,"Toms Spezialitten, Ltd",Medium
10321-10,41,100,5803.14,2004-11-04,4,S18_1129,FunGiftIdeas.com,Medium
10331-6,46,100,6434.02,2004-11-17,4,S18_1129,Motor Mint Distributors Inc.,Medium
10342-2,40,100,6454.4,2004-11-24,4,S18_1129,"Australian Collectors, Co.",Medium
10356-8,43,97.6,4196.8,2004-12-09,4,S18_1129,Lyon Souveniers,Medium
10365-1,30,87.06,2611.8,2005-01-07,1,S18_1129,Mini Creations Ltd.,Small
10377-2,35,100,5895.05,2005-02-09,1,S18_1129,"Toys of Finland, Co.",Medium
10390-14,36,93.77,3375.72,2005-03-04,1,S18_1129,Mini Gifts Distributors Ltd.,Medium
10406-3,61,100,8374.69,2005-04-15,2,S18_1129,Danish Wholesale Imports,Large
10419-5,38,100,4464.24,2005-05-17,2,S18_1129,Salzburg Collectables,Medium
10102-2,39,100,4808.31,2003-01-10,1,S18_1342,Vitachrome Inc.,Medium
10111-6,33,99.66,3288.78,2003-03-25,1,S18_1342,Mini Wheels Co.,Medium
10125-1,32,100,3254.72,2003-05-21,2,S18_1342,"Australian Collectors, Co.",Medium
10139-7,31,100,3184.94,2003-07-16,3,S18_1342,Souveniers And Things Co.,Medium
10149-4,50,100,5907.5,2003-09-12,3,S18_1342,Signal Collectibles Ltd.,Medium
10162-2,48,91.44,4389.12,2003-10-18,4,S18_1342,Corporate Gift Ideas Co.,Medium
10173-6,43,100,5036.16,2003-11-05,4,S18_1342,Rovelli Gifts,Medium
10182-3,25,87.33,2183.25,2003-11-12,4,S18_1342,Mini Gifts Distributors Ltd.,Small
10193-7,28,100,3106.88,2003-11-21,4,S18_1342,"Australian Collectables, Ltd",Medium
10205-2,36,100,3735.72,2003-12-03,4,S18_1342,Euro Shopping Channel,Medium
10215-10,27,89.38,2413.26,2004-01-29,1,S18_1342,West Coast Collectables Co.,Small
10227-3,25,100,2953.75,2004-03-02,1,S18_1342,"Saveley & Henriot, Co.",Small
10244-7,40,100,4684.8,2004-04-29,2,S18_1342,Euro Shopping Channel,Medium
10256-2,34,95.55,3248.7,2004-06-08,2,S18_1342,Danish Wholesale Imports,Medium
10280-9,50,100,5239.5,2004-08-17,3,S18_1342,Amica Models & Co.,Medium
10289-2,38,100,4567.98,2004-09-03,3,S18_1342,Herkku Gifts,Medium
10304-13,37,95.55,3535.35,2004-10-11,4,S18_1342,Auto Assoc. & Cie.,Medium
10312-10,43,89.38,3843.34,2004-10-21,4,S18_1342,Mini Gifts Distributors Ltd.,Medium
10322-14,43,86.3,3710.9,2004-11-04,4,S18_1342,Online Diecast Creations Co.,Medium
10332-15,46,95.13,4375.98,2004-11-17,4,S18_1342,"AV Stores, Co.",Medium
10346-3,42,36.11,1516.62,2004-11-29,4,S18_1342,Signal Gift Stores,Small
10356-9,50,50.18,2509,2004-12-09,4,S18_1342,Lyon Souveniers,Small
10369-8,44,100,9240.44,2005-01-20,1,S18_1342,Collectables For Less Inc.,Large
10380-13,27,93.16,2515.32,2005-02-16,1,S18_1342,Euro Shopping Channel,Small
10391-2,35,100,5548.9,2005-03-09,1,S18_1342,"Anna's Decorations, Ltd",Medium
10422-2,51,95.55,4873.05,2005-05-30,2,S18_1342,Diecast Classics Inc.,Medium
10102-1,41,50.14,2055.74,2003-01-10,1,S18_1367,Vitachrome Inc.,Small
10111-5,48,49.06,2354.88,2003-03-25,1,S18_1367,Mini Wheels Co.,Small
10126-17,42,54.99,2309.58,2003-05-28,2,S18_1367,"Corrida Auto Replicas, Ltd",Small
10139-6,49,43.13,2113.37,2003-07-16,3,S18_1367,Souveniers And Things Co.,Small
10149-3,30,58.22,1746.6,2003-09-12,3,S18_1367,Signal Collectibles Ltd.,Small
10162-1,45,51.21,2304.45,2003-10-18,4,S18_1367,Corporate Gift Ideas Co.,Small
10173-5,48,44.21,2122.08,2003-11-05,4,S18_1367,Rovelli Gifts,Small
10182-2,32,54.45,1742.4,2003-11-12,4,S18_1367,Mini Gifts Distributors Ltd.,Small
10193-6,46,53.37,2455.02,2003-11-21,4,S18_1367,"Australian Collectables, Ltd",Small
10205-1,48,63.61,3053.28,2003-12-03,4,S18_1367,Euro Shopping Channel,Medium
10215-9,33,43.13,1423.29,2004-01-29,1,S18_1367,West Coast Collectables Co.,Small
10227-2,31,48.52,1504.12,2004-03-02,1,S18_1367,"Saveley & Henriot, Co.",Small
10244-6,20,58.22,1164.4,2004-04-29,2,S18_1367,Euro Shopping Channel,Small
10256-1,29,51.75,1500.75,2004-06-08,2,S18_1367,Danish Wholesale Imports,Small
10280-8,27,57.68,1557.36,2004-08-17,3,S18_1367,Amica Models & Co.,Small
10289-1,24,56.07,1345.68,2004-09-03,3,S18_1367,Herkku Gifts,Small
10304-12,37,48.52,1795.24,2004-10-11,4,S18_1367,Auto Assoc. & Cie.,Small
10312-9,25,44.21,1105.25,2004-10-21,4,S18_1367,Mini Gifts Distributors Ltd.,Small
10322-5,41,57.68,2364.88,2004-11-04,4,S18_1367,Online Diecast Creations Co.,Small
10332-16,27,89.89,2427.03,2004-11-17,4,S18_1367,"AV Stores, Co.",Small
10347-7,21,58.95,1237.95,2004-11-29,4,S18_1367,"Australian Collectors, Co.",Small
10356-6,22,72.41,1593.02,2004-12-09,4,S18_1367,Lyon Souveniers,Small
10369-7,32,98.63,3156.16,2005-01-20,1,S18_1367,Collectables For Less Inc.,Medium
10381-9,25,52.83,1320.75,2005-02-17,1,S18_1367,Corporate Gift Ideas Co.,Small
10391-3,42,100,4998,2005-03-09,1,S18_1367,"Anna's Decorations, Ltd",Medium
10422-1,25,51.75,1293.75,2005-05-30,2,S18_1367,Diecast Classics Inc.,Small
10110-16,37,100,5433.08,2003-03-18,1,S18_1589,"AV Stores, Co.",Medium
10123-2,26,100,3073.72,2003-05-20,2,S18_1589,Atelier graphique,Medium
10137-2,44,99.55,4380.2,2003-07-10,3,S18_1589,Reims Collectables,Medium
10148-9,47,100,5848.68,2003-09-11,3,S18_1589,"Anna's Decorations, Ltd",Medium
10161-8,43,100,6153.73,2003-10-17,4,S18_1589,Heintze Collectables,Medium
10172-6,42,100,4965.24,2003-11-05,4,S18_1589,Gift Depot Inc.,Medium
10181-2,42,100,5435.64,2003-11-12,4,S18_1589,Herkku Gifts,Medium
10192-7,29,100,4258.36,2003-11-20,4,S18_1589,Online Diecast Creations Co.,Medium
10204-13,40,100,4032,2003-12-02,4,S18_1589,Muscle Machine Inc,Medium
10212-6,38,100,4492.36,2004-01-16,1,S18_1589,Euro Shopping Channel,Medium
10226-4,38,100,4161.38,2004-02-26,1,S18_1589,Collectable Mini Designs Co.,Medium
10241-11,21,100,2508.66,2004-04-13,2,S18_1589,Mini Caravy,Small
10253-1,24,100,3374.88,2004-06-01,2,S18_1589,"UK Collectables, Ltd.",Medium
10266-2,36,100,5196.6,2004-07-06,3,S18_1589,L'ordine Souveniers,Medium
10278-2,23,100,2604.52,2004-08-06,3,S18_1589,Signal Gift Stores,Small
10288-14,20,100,2936.8,2004-09-01,3,S18_1589,Handji Gifts& Co,Small
10301-4,32,100,3424.64,2003-10-05,4,S18_1589,"Norway Gifts By Mail, Co.",Medium
10311-9,29,100,2923.2,2004-10-16,4,S18_1589,Euro Shopping Channel,Small
10321-6,44,100,4489.76,2004-11-04,4,S18_1589,FunGiftIdeas.com,Medium
10331-14,44,100,4849.24,2004-11-17,4,S18_1589,Motor Mint Distributors Inc.,Medium
10343-4,36,100,5848.92,2004-11-24,4,S18_1589,Reims Collectables,Medium
10367-1,49,56.3,2758.7,2005-01-12,1,S18_1589,Toys4GrownUps.com,Small
10378-5,34,42.64,1449.76,2005-02-10,1,S18_1589,Euro Shopping Channel,Small
10407-11,59,100,7048.14,2005-04-22,2,S18_1589,The Sharp Gifts Warehouse,Large
10419-1,37,100,5202.94,2005-05-17,2,S18_1589,Salzburg Collectables,Medium
10106-12,36,100,5279.4,2003-02-17,1,S18_1662,Rovelli Gifts,Medium
10119-3,43,100,6916.12,2003-04-28,2,S18_1662,Salzburg Collectables,Medium
10131-4,21,100,2781.66,2003-06-16,2,S18_1662,Gift Ideas Corp.,Small
10143-7,32,100,5248,2003-08-10,3,S18_1662,Mini Creations Ltd.,Medium
10155-5,38,100,6531.44,2003-10-06,4,S18_1662,"Toys of Finland, Co.",Medium
10167-1,43,100,5763.72,2003-10-23,4,S18_1662,Scandinavian Gift Ideas,Medium
10178-4,42,100,6490.68,2003-11-08,4,S18_1662,Alpha Cognac,Medium
10186-1,32,100,6004.8,2003-11-14,4,S18_1662,"Double Decker Gift Stores, Ltd",Medium
10198-4,42,100,7483.98,2003-11-27,4,S18_1662,Cruz & Sons Co.,Large
10210-17,31,100,5719.5,2004-01-12,1,S18_1662,Osaka Souveniers Co.,Medium
10222-4,49,100,6954.08,2004-02-19,1,S18_1662,Collectable Mini Designs Co.,Medium
10250-14,45,100,8160.3,2004-05-11,2,S18_1662,The Sharp Gifts Warehouse,Large
10262-9,49,100,6567.96,2004-06-24,2,S18_1662,Euro Shopping Channel,Medium
10274-1,41,100,6724,2004-07-21,3,S18_1662,Collectables For Less Inc.,Medium
10284-11,45,100,5747.85,2004-08-21,3,S18_1662,"Norway Gifts By Mail, Co.",Medium
10296-7,36,100,5676.84,2004-09-15,3,S18_1662,"Bavarian Collectables Imports, Co.",Medium
10307-1,39,100,7379.97,2004-10-14,4,S18_1662,"Classic Gift Ideas, Inc",Large
10316-9,27,100,3704.13,2004-11-01,4,S18_1662,giftsbymail.co.uk,Medium
10327-6,25,100,2804.75,2004-11-10,4,S18_1662,Danish Wholesale Imports,Small
10338-1,41,100,5624.79,2004-11-22,4,S18_1662,Royale Belge,Medium
10351-1,39,99.52,3881.28,2004-12-03,4,S18_1662,"Stylish Desk Decors, Co.",Medium
10373-4,28,57.55,1611.4,2005-01-31,1,S18_1662,"Oulu Toy Supplies, Inc.",Small
10386-7,25,54.57,1364.25,2005-03-01,1,S18_1662,Euro Shopping Channel,Small
10398-11,33,100,4215.09,2005-03-30,1,S18_1662,Reims Collectables,Medium
10400-1,34,100,6433.82,2005-04-01,2,S18_1662,The Sharp Gifts Warehouse,Medium
10416-14,24,100,4352.16,2005-05-10,2,S18_1662,L'ordine Souveniers,Medium
10100-3,30,100,5151,2003-01-06,1,S18_1749,Online Diecast Creations Co.,Medium
10110-7,42,100,6069,2003-03-18,1,S18_1749,"AV Stores, Co.",Medium
10124-6,21,100,2856,2003-05-21,2,S18_1749,Signal Gift Stores,Small
10149-11,34,100,5375.4,2003-09-12,3,S18_1749,Signal Collectibles Ltd.,Medium
10162-9,29,100,5176.5,2003-10-18,4,S18_1749,Corporate Gift Ideas Co.,Medium
10173-13,24,100,3508.8,2003-11-05,4,S18_1749,Rovelli Gifts,Medium
10182-10,44,100,7554.8,2003-11-12,4,S18_1749,Mini Gifts Distributors Ltd.,Large
10193-14,21,100,3141.6,2003-11-21,4,S18_1749,"Australian Collectables, Ltd",Medium
10204-4,33,100,5890.5,2003-12-02,4,S18_1749,Muscle Machine Inc,Medium
10214-7,30,100,5967,2004-01-26,1,S18_1749,"Corrida Auto Replicas, Ltd",Medium
10227-10,26,100,3712.8,2004-03-02,1,S18_1749,"Saveley & Henriot, Co.",Medium
10241-2,41,100,7597.3,2004-04-13,2,S18_1749,Mini Caravy,Large
10280-16,26,100,3668.6,2004-08-17,3,S18_1749,Amica Models & Co.,Medium
10288-5,32,100,5875.2,2004-09-01,3,S18_1749,Handji Gifts& Co,Medium
10302-1,43,100,7310,2003-10-06,4,S18_1749,"UK Collectables, Ltd.",Large
10312-17,48,100,8078.4,2004-10-21,4,S18_1749,Mini Gifts Distributors Ltd.,Large
10331-7,44,74.04,3257.76,2004-11-17,4,S18_1749,Motor Mint Distributors Inc.,Medium
10344-1,45,100,7650,2004-11-25,4,S18_1749,Marseille Mini Autos,Large
